Území;Ukazatel;Typ ceny;Měsíce;Komodity SITC;value
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červenec 2014;2 Suroviny nepoživatelné, s výjimkou paliv;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červenec 2014;3 Minerální paliva, maziva a příbuzné materiály;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červenec 2014;4 Živočišné a rostlinné oleje, tuky a vosky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červenec 2014;5 Chemikálie a příbuzné výrobky, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červenec 2014;6 Tržní výrobky tříděné hlavně podle materiálu;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červenec 2014;7 Stroje a dopravní prostředky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červenec 2014;8 Průmyslové spotřební zboží;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červenec 2014;9 Komodity a předměty obchodu, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červen 2014;0 Potraviny a živá zvířata;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červen 2014;1 Nápoje a tabák;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červen 2014;2 Suroviny nepoživatelné, s výjimkou paliv;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červen 2014;3 Minerální paliva, maziva a příbuzné materiály;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červen 2014;4 Živočišné a rostlinné oleje, tuky a vosky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červen 2014;5 Chemikálie a příbuzné výrobky, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červen 2014;6 Tržní výrobky tříděné hlavně podle materiálu;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červen 2014;7 Stroje a dopravní prostředky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červen 2014;8 Průmyslové spotřební zboží;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červen 2014;9 Komodity a předměty obchodu, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;květen 2014;0 Potraviny a živá zvířata;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;květen 2014;1 Nápoje a tabák;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;květen 2014;2 Suroviny nepoživatelné, s výjimkou paliv;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;květen 2014;3 Minerální paliva, maziva a příbuzné materiály;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;květen 2014;4 Živočišné a rostlinné oleje, tuky a vosky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;květen 2014;5 Chemikálie a příbuzné výrobky, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;květen 2014;6 Tržní výrobky tříděné hlavně podle materiálu;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;květen 2014;7 Stroje a dopravní prostředky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;květen 2014;8 Průmyslové spotřební zboží;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;květen 2014;9 Komodity a předměty obchodu, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;duben 2014;0 Potraviny a živá zvířata;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;duben 2014;1 Nápoje a tabák;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;duben 2014;2 Suroviny nepoživatelné, s výjimkou paliv;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;duben 2014;3 Minerální paliva, maziva a příbuzné materiály;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;duben 2014;4 Živočišné a rostlinné oleje, tuky a vosky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;duben 2014;5 Chemikálie a příbuzné výrobky, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;duben 2014;6 Tržní výrobky tříděné hlavně podle materiálu;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;duben 2014;7 Stroje a dopravní prostředky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;duben 2014;8 Průmyslové spotřební zboží;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;duben 2014;9 Komodity a předměty obchodu, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;březen 2014;0 Potraviny a živá zvířata;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;březen 2014;1 Nápoje a tabák;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;březen 2014;2 Suroviny nepoživatelné, s výjimkou paliv;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;březen 2014;3 Minerální paliva, maziva a příbuzné materiály;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;březen 2014;4 Živočišné a rostlinné oleje, tuky a vosky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;březen 2014;5 Chemikálie a příbuzné výrobky, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;březen 2014;6 Tržní výrobky tříděné hlavně podle materiálu;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;březen 2014;7 Stroje a dopravní prostředky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;březen 2014;8 Průmyslové spotřební zboží;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;březen 2014;9 Komodity a předměty obchodu, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;únor 2014;0 Potraviny a živá zvířata;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;únor 2014;1 Nápoje a tabák;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;únor 2014;2 Suroviny nepoživatelné, s výjimkou paliv;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;únor 2014;3 Minerální paliva, maziva a příbuzné materiály;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;únor 2014;4 Živočišné a rostlinné oleje, tuky a vosky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;únor 2014;5 Chemikálie a příbuzné výrobky, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;únor 2014;6 Tržní výrobky tříděné hlavně podle materiálu;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;únor 2014;7 Stroje a dopravní prostředky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;únor 2014;8 Průmyslové spotřební zboží;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;únor 2014;9 Komodity a předměty obchodu, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;leden 2014;0 Potraviny a živá zvířata;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;leden 2014;1 Nápoje a tabák;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;leden 2014;2 Suroviny nepoživatelné, s výjimkou paliv;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;leden 2014;3 Minerální paliva, maziva a příbuzné materiály;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;leden 2014;4 Živočišné a rostlinné oleje, tuky a vosky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;leden 2014;5 Chemikálie a příbuzné výrobky, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;leden 2014;6 Tržní výrobky tříděné hlavně podle materiálu;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;leden 2014;7 Stroje a dopravní prostředky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;leden 2014;8 Průmyslové spotřební zboží;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;leden 2014;9 Komodity a předměty obchodu, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;prosinec 2013;0 Potraviny a živá zvířata;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;prosinec 2013;1 Nápoje a tabák;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;prosinec 2013;2 Suroviny nepoživatelné, s výjimkou paliv;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;prosinec 2013;3 Minerální paliva, maziva a příbuzné materiály;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;prosinec 2013;4 Živočišné a rostlinné oleje, tuky a vosky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;prosinec 2013;5 Chemikálie a příbuzné výrobky, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;prosinec 2013;6 Tržní výrobky tříděné hlavně podle materiálu;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;prosinec 2013;7 Stroje a dopravní prostředky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;prosinec 2013;8 Průmyslové spotřební zboží;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;prosinec 2013;9 Komodity a předměty obchodu, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;listopad 2013;0 Potraviny a živá zvířata;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;listopad 2013;1 Nápoje a tabák;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;listopad 2013;2 Suroviny nepoživatelné, s výjimkou paliv;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;listopad 2013;3 Minerální paliva, maziva a příbuzné materiály;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;listopad 2013;4 Živočišné a rostlinné oleje, tuky a vosky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;listopad 2013;5 Chemikálie a příbuzné výrobky, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;listopad 2013;6 Tržní výrobky tříděné hlavně podle materiálu;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;listopad 2013;7 Stroje a dopravní prostředky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;listopad 2013;8 Průmyslové spotřební zboží;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;listopad 2013;9 Komodity a předměty obchodu, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;říjen 2013;0 Potraviny a živá zvířata;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;říjen 2013;1 Nápoje a tabák;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;říjen 2013;2 Suroviny nepoživatelné, s výjimkou paliv;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;říjen 2013;3 Minerální paliva, maziva a příbuzné materiály;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;říjen 2013;4 Živočišné a rostlinné oleje, tuky a vosky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;říjen 2013;5 Chemikálie a příbuzné výrobky, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;říjen 2013;6 Tržní výrobky tříděné hlavně podle materiálu;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;říjen 2013;7 Stroje a dopravní prostředky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;říjen 2013;8 Průmyslové spotřební zboží;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;říjen 2013;9 Komodity a předměty obchodu, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;září 2013;0 Potraviny a živá zvířata;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;září 2013;1 Nápoje a tabák;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;září 2013;2 Suroviny nepoživatelné, s výjimkou paliv;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;září 2013;3 Minerální paliva, maziva a příbuzné materiály;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;září 2013;4 Živočišné a rostlinné oleje, tuky a vosky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;září 2013;5 Chemikálie a příbuzné výrobky, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;září 2013;6 Tržní výrobky tříděné hlavně podle materiálu;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;září 2013;7 Stroje a dopravní prostředky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;září 2013;8 Průmyslové spotřební zboží;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;září 2013;9 Komodity a předměty obchodu, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;srpen 2013;0 Potraviny a živá zvířata;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;srpen 2013;1 Nápoje a tabák;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;srpen 2013;2 Suroviny nepoživatelné, s výjimkou paliv;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;srpen 2013;3 Minerální paliva, maziva a příbuzné materiály;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;srpen 2013;4 Živočišné a rostlinné oleje, tuky a vosky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;srpen 2013;5 Chemikálie a příbuzné výrobky, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;srpen 2013;6 Tržní výrobky tříděné hlavně podle materiálu;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;srpen 2013;7 Stroje a dopravní prostředky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;srpen 2013;8 Průmyslové spotřební zboží;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;srpen 2013;9 Komodity a předměty obchodu, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červenec 2013;0 Potraviny a živá zvířata;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červenec 2013;1 Nápoje a tabák;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červenec 2013;2 Suroviny nepoživatelné, s výjimkou paliv;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červenec 2013;3 Minerální paliva, maziva a příbuzné materiály;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červenec 2013;4 Živočišné a rostlinné oleje, tuky a vosky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červenec 2013;5 Chemikálie a příbuzné výrobky, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červenec 2013;6 Tržní výrobky tříděné hlavně podle materiálu;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červenec 2013;7 Stroje a dopravní prostředky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červenec 2013;8 Průmyslové spotřební zboží;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červenec 2013;9 Komodity a předměty obchodu, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červen 2013;0 Potraviny a živá zvířata;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červen 2013;1 Nápoje a tabák;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červen 2013;2 Suroviny nepoživatelné, s výjimkou paliv;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červen 2013;3 Minerální paliva, maziva a příbuzné materiály;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červen 2013;4 Živočišné a rostlinné oleje, tuky a vosky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červen 2013;5 Chemikálie a příbuzné výrobky, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červen 2013;6 Tržní výrobky tříděné hlavně podle materiálu;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červen 2013;7 Stroje a dopravní prostředky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červen 2013;8 Průmyslové spotřební zboží;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červen 2013;9 Komodity a předměty obchodu, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;květen 2013;0 Potraviny a živá zvířata;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;květen 2013;1 Nápoje a tabák;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;květen 2013;2 Suroviny nepoživatelné, s výjimkou paliv;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;květen 2013;3 Minerální paliva, maziva a příbuzné materiály;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;květen 2013;4 Živočišné a rostlinné oleje, tuky a vosky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;květen 2013;5 Chemikálie a příbuzné výrobky, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;květen 2013;6 Tržní výrobky tříděné hlavně podle materiálu;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;květen 2013;7 Stroje a dopravní prostředky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;květen 2013;8 Průmyslové spotřební zboží;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;květen 2013;9 Komodity a předměty obchodu, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;duben 2013;0 Potraviny a živá zvířata;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;duben 2013;1 Nápoje a tabák;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;duben 2013;2 Suroviny nepoživatelné, s výjimkou paliv;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;duben 2013;3 Minerální paliva, maziva a příbuzné materiály;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;duben 2013;4 Živočišné a rostlinné oleje, tuky a vosky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;duben 2013;5 Chemikálie a příbuzné výrobky, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;duben 2013;6 Tržní výrobky tříděné hlavně podle materiálu;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;duben 2013;7 Stroje a dopravní prostředky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;duben 2013;8 Průmyslové spotřební zboží;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;duben 2013;9 Komodity a předměty obchodu, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;březen 2013;0 Potraviny a živá zvířata;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;březen 2013;1 Nápoje a tabák;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;březen 2013;2 Suroviny nepoživatelné, s výjimkou paliv;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;březen 2013;3 Minerální paliva, maziva a příbuzné materiály;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;březen 2013;4 Živočišné a rostlinné oleje, tuky a vosky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;březen 2013;5 Chemikálie a příbuzné výrobky, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;březen 2013;6 Tržní výrobky tříděné hlavně podle materiálu;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;březen 2013;7 Stroje a dopravní prostředky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;březen 2013;8 Průmyslové spotřební zboží;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;březen 2013;9 Komodity a předměty obchodu, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;únor 2013;0 Potraviny a živá zvířata;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;únor 2013;1 Nápoje a tabák;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;únor 2013;2 Suroviny nepoživatelné, s výjimkou paliv;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;únor 2013;3 Minerální paliva, maziva a příbuzné materiály;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;únor 2013;4 Živočišné a rostlinné oleje, tuky a vosky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;únor 2013;5 Chemikálie a příbuzné výrobky, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;únor 2013;6 Tržní výrobky tříděné hlavně podle materiálu;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;únor 2013;7 Stroje a dopravní prostředky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;únor 2013;8 Průmyslové spotřební zboží;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;únor 2013;9 Komodity a předměty obchodu, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;leden 2013;0 Potraviny a živá zvířata;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;leden 2013;1 Nápoje a tabák;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;leden 2013;2 Suroviny nepoživatelné, s výjimkou paliv;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;leden 2013;3 Minerální paliva, maziva a příbuzné materiály;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;leden 2013;4 Živočišné a rostlinné oleje, tuky a vosky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;leden 2013;5 Chemikálie a příbuzné výrobky, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;leden 2013;6 Tržní výrobky tříděné hlavně podle materiálu;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;leden 2013;7 Stroje a dopravní prostředky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;leden 2013;8 Průmyslové spotřební zboží;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;leden 2013;9 Komodity a předměty obchodu, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;prosinec 2012;0 Potraviny a živá zvířata;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;prosinec 2012;1 Nápoje a tabák;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;prosinec 2012;2 Suroviny nepoživatelné, s výjimkou paliv;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;prosinec 2012;3 Minerální paliva, maziva a příbuzné materiály;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;prosinec 2012;4 Živočišné a rostlinné oleje, tuky a vosky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;prosinec 2012;5 Chemikálie a příbuzné výrobky, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;prosinec 2012;6 Tržní výrobky tříděné hlavně podle materiálu;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;prosinec 2012;7 Stroje a dopravní prostředky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;prosinec 2012;8 Průmyslové spotřební zboží;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;prosinec 2012;9 Komodity a předměty obchodu, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;listopad 2012;0 Potraviny a živá zvířata;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;listopad 2012;1 Nápoje a tabák;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;listopad 2012;2 Suroviny nepoživatelné, s výjimkou paliv;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;listopad 2012;3 Minerální paliva, maziva a příbuzné materiály;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;listopad 2012;4 Živočišné a rostlinné oleje, tuky a vosky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;listopad 2012;5 Chemikálie a příbuzné výrobky, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;listopad 2012;6 Tržní výrobky tříděné hlavně podle materiálu;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;listopad 2012;7 Stroje a dopravní prostředky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;listopad 2012;8 Průmyslové spotřební zboží;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;listopad 2012;9 Komodity a předměty obchodu, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;říjen 2012;0 Potraviny a živá zvířata;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;říjen 2012;1 Nápoje a tabák;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;říjen 2012;2 Suroviny nepoživatelné, s výjimkou paliv;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;říjen 2012;3 Minerální paliva, maziva a příbuzné materiály;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;říjen 2012;4 Živočišné a rostlinné oleje, tuky a vosky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;říjen 2012;5 Chemikálie a příbuzné výrobky, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;říjen 2012;6 Tržní výrobky tříděné hlavně podle materiálu;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;říjen 2012;7 Stroje a dopravní prostředky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;říjen 2012;8 Průmyslové spotřební zboží;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;říjen 2012;9 Komodity a předměty obchodu, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;září 2012;0 Potraviny a živá zvířata;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;září 2012;1 Nápoje a tabák;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;září 2012;2 Suroviny nepoživatelné, s výjimkou paliv;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;září 2012;3 Minerální paliva, maziva a příbuzné materiály;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;září 2012;4 Živočišné a rostlinné oleje, tuky a vosky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;září 2012;5 Chemikálie a příbuzné výrobky, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;září 2012;6 Tržní výrobky tříděné hlavně podle materiálu;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;září 2012;7 Stroje a dopravní prostředky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;září 2012;8 Průmyslové spotřební zboží;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;září 2012;9 Komodity a předměty obchodu, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;srpen 2012;0 Potraviny a živá zvířata;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;srpen 2012;1 Nápoje a tabák;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;srpen 2012;2 Suroviny nepoživatelné, s výjimkou paliv;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;srpen 2012;3 Minerální paliva, maziva a příbuzné materiály;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;srpen 2012;4 Živočišné a rostlinné oleje, tuky a vosky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;srpen 2012;5 Chemikálie a příbuzné výrobky, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;srpen 2012;6 Tržní výrobky tříděné hlavně podle materiálu;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;srpen 2012;7 Stroje a dopravní prostředky;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;srpen 2012;8 Průmyslové spotřební zboží;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;srpen 2012;9 Komodity a předměty obchodu, j. n.;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červenec 2012;0 Potraviny a živá zvířata;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červenec 2012;1 Nápoje a tabák;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červenec 2012;2 Suroviny nepoživatelné, s výjimkou paliv;
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;červenec 2012;3 Minerální paliva, maziva a příbuzné materiály;
